message,level,source,method,time
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_48_01
Mon Feb 16 19:48:01 UTC 2015 coinbase btc 237.41 USD 0.0042311 0.00419319 { feed : coinbase - price : 237.41}  { feed : bitcoinaverage - price : 237.05}  { feed : blockchain - price : 237.93}  { feed : btce - price : 234.5}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_48_01
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_50_25
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_51_04
 Sell Price 0.00421777
Buy Price  0.00417998,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_51_04
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_51_04
Mon Feb 16 19:51:04 UTC 2015 coinbase btc 238.16 USD 0.00421777 0.00417998 { feed : coinbase - price : 238.16}  { feed : bitcoinaverage - price : 237.08}  { feed : blockchain - price : 237.93}  { feed : btce - price : 234.399}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_51_04
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_53_26
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_54_07
 Sell Price 0.00422611
Buy Price  0.00418825,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_54_07
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_54_07
Mon Feb 16 19:54:07 UTC 2015 coinbase btc 237.69 USD 0.00422611 0.00418825 { feed : coinbase - price : 237.69}  { feed : bitcoinaverage - price : 237.02}  { feed : blockchain - price : 237.8}  { feed : btce - price : 233.506}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_54_07
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_55_08
 Sell Price 0.00421972
Buy Price  0.00418192,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_55_08
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_55_08
Mon Feb 16 19:55:08 UTC 2015 coinbase btc 238.05 USD 0.00421972 0.00418192 { feed : coinbase - price : 238.05}  { feed : bitcoinaverage - price : 237.22}  { feed : blockchain - price : 237.8}  { feed : btce - price : 233.627}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_55_08
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_56_09
 Sell Price 0.00421388
Buy Price  0.00417613,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_56_09
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_56_09
Mon Feb 16 19:56:09 UTC 2015 coinbase btc 238.38 USD 0.00421388 0.00417613 { feed : coinbase - price : 238.38}  { feed : bitcoinaverage - price : 237.17}  { feed : blockchain - price : 237.8}  { feed : btce - price : 233.627}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_56_09
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_56_27
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_57_10
 Sell Price 0.00422061
Buy Price  0.00418279,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_57_10
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_57_10
Mon Feb 16 19:57:10 UTC 2015 coinbase btc 238.0 USD 0.00422061 0.00418279 { feed : coinbase - price : 238.0}  { feed : bitcoinaverage - price : 237.24}  { feed : blockchain - price : 237.8}  { feed : btce - price : 234.397}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_57_10
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_59_28
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_02_30
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_03_17
 Sell Price 0.00420735
Buy Price  0.00416965,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_03_17
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_03_17
Mon Feb 16 20:03:17 UTC 2015 coinbase btc 238.75 USD 0.00420735 0.00416965 { feed : coinbase - price : 238.75}  { feed : bitcoinaverage - price : 237.43}  { feed : blockchain - price : 237.29}  { feed : btce - price : 234.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_03_17
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_05_18
 Sell Price 0.00421547
Buy Price  0.0041777,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_05_18
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_05_18
Mon Feb 16 20:05:18 UTC 2015 coinbase btc 238.29 USD 0.00421547 0.0041777 { feed : coinbase - price : 238.29}  { feed : bitcoinaverage - price : 237.45}  { feed : blockchain - price : 238.55}  { feed : btce - price : 234.7}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_05_18
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_05_30
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_07_20
 Sell Price 0.00420735
Buy Price  0.00416965,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_07_20
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_07_20
Mon Feb 16 20:07:20 UTC 2015 coinbase btc 238.75 USD 0.00420735 0.00416965 { feed : coinbase - price : 238.75}  { feed : bitcoinaverage - price : 237.66}  { feed : blockchain - price : 238.55}  { feed : btce - price : 234.857}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_07_20
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_08_31
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_09_22
 Sell Price 0.00421353
Buy Price  0.00417578,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_09_22
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_09_22
Mon Feb 16 20:09:22 UTC 2015 coinbase btc 238.4 USD 0.00421353 0.00417578 { feed : coinbase - price : 238.4}  { feed : bitcoinaverage - price : 237.71}  { feed : blockchain - price : 238.54}  { feed : btce - price : 234.856}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_09_22
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_11_32
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_14_27
 Sell Price 0.00421972
Buy Price  0.00418192,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_14_27
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_14_27
Mon Feb 16 20:14:27 UTC 2015 coinbase btc 238.05 USD 0.00421972 0.00418192 { feed : coinbase - price : 238.05}  { feed : bitcoinaverage - price : 236.93}  { feed : blockchain - price : 237.61}  { feed : btce - price : 234.384}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_14_27
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_14_33
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_16_29
 Sell Price 0.00420788
Buy Price  0.00417018,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_16_29
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_16_29
Mon Feb 16 20:16:29 UTC 2015 coinbase btc 238.72 USD 0.00420788 0.00417018 { feed : coinbase - price : 238.72}  { feed : bitcoinaverage - price : 237.22}  { feed : blockchain - price : 238.23}  { feed : btce - price : 234.751}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_16_29
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_17_30
 Sell Price 0.00421423
Buy Price  0.00417648,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_17_30
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_17_30
Mon Feb 16 20:17:30 UTC 2015 coinbase btc 238.36 USD 0.00421423 0.00417648 { feed : coinbase - price : 238.36}  { feed : bitcoinaverage - price : 237.38}  { feed : blockchain - price : 238.23}  { feed : btce - price : 234.793}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_17_30
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_17_34
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_20_35
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_23_36
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_26_37
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_26_39
 Sell Price 0.00421972
Buy Price  0.00418192,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_26_39
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_26_39
Mon Feb 16 20:26:39 UTC 2015 coinbase btc 238.05 USD 0.00421972 0.00418192 { feed : coinbase - price : 238.05}  { feed : bitcoinaverage - price : 237.37}  { feed : blockchain - price : 237.78}  { feed : btce - price : 233.761}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_26_39
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_27_40
 Sell Price 0.00421353
Buy Price  0.00417578,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_27_40
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_27_40
Mon Feb 16 20:27:40 UTC 2015 coinbase btc 238.4 USD 0.00421353 0.00417578 { feed : coinbase - price : 238.4}  { feed : bitcoinaverage - price : 237.35}  { feed : blockchain - price : 238.14}  { feed : btce - price : 233.852}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_27_40
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_29_40
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_32_39
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_32_45
 Sell Price 0.00422096
Buy Price  0.00418315,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_32_45
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_32_45
Mon Feb 16 20:32:45 UTC 2015 coinbase btc 237.98 USD 0.00422096 0.00418315 { feed : coinbase - price : 237.98}  { feed : bitcoinaverage - price : 237.27}  { feed : blockchain - price : 237.91}  { feed : btce - price : 234.704}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_32_45
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_33_46
 Sell Price 0.00421441
Buy Price  0.00417665,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_33_46
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_33_46
Mon Feb 16 20:33:46 UTC 2015 coinbase btc 238.35 USD 0.00421441 0.00417665 { feed : coinbase - price : 238.35}  { feed : bitcoinaverage - price : 237.34}  { feed : blockchain - price : 237.91}  { feed : btce - price : 234.464}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_33_46
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_35_40
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_37_50
 Sell Price 0.00422061
Buy Price  0.00418279,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_37_50
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_37_50
Mon Feb 16 20:37:50 UTC 2015 coinbase btc 238.0 USD 0.00422061 0.00418279 { feed : coinbase - price : 238.0}  { feed : bitcoinaverage - price : 237.47}  { feed : blockchain - price : 237.9}  { feed : btce - price : 234.795}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_37_50
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_38_42
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_39_52
 Sell Price 0.00421229
Buy Price  0.00417455,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_39_52
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_39_52
Mon Feb 16 20:39:52 UTC 2015 coinbase btc 238.47 USD 0.00421229 0.00417455 { feed : coinbase - price : 238.47}  { feed : bitcoinaverage - price : 237.53}  { feed : blockchain - price : 237.88}  { feed : btce - price : 234.795}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_39_52
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_40_54
 Sell Price 0.00421919
Buy Price  0.00418139,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_40_54
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_40_54
Mon Feb 16 20:40:54 UTC 2015 coinbase btc 238.08 USD 0.00421919 0.00418139 { feed : coinbase - price : 238.08}  { feed : bitcoinaverage - price : 237.6}  { feed : blockchain - price : 237.73}  { feed : btce - price : 234.893}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_40_54
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_41_42
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_41_54
 Sell Price 0.00421229
Buy Price  0.00417455,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_41_54
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_41_54
Mon Feb 16 20:41:54 UTC 2015 coinbase btc 238.47 USD 0.00421229 0.00417455 { feed : coinbase - price : 238.47}  { feed : bitcoinaverage - price : 237.57}  { feed : blockchain - price : 238.0}  { feed : btce - price : 234.628}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_41_54
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_43_56
 Sell Price 0.00420418
Buy Price  0.00416651,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_43_56
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_43_56
Mon Feb 16 20:43:56 UTC 2015 coinbase btc 238.93 USD 0.00420418 0.00416651 { feed : coinbase - price : 238.93}  { feed : bitcoinaverage - price : 237.55}  { feed : blockchain - price : 237.73}  { feed : btce - price : 234.953}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_43_56
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_44_43
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_44_57
 Sell Price 0.0042107
Buy Price  0.00417298,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_44_57
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_44_57
Mon Feb 16 20:44:57 UTC 2015 coinbase btc 238.56 USD 0.0042107 0.00417298 { feed : coinbase - price : 238.56}  { feed : bitcoinaverage - price : 237.63}  { feed : blockchain - price : 237.73}  { feed : btce - price : 234.999}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_44_57
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_46_59
 Sell Price 0.00420436
Buy Price  0.00416669,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_46_59
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_46_59
Mon Feb 16 20:46:59 UTC 2015 coinbase btc 238.92 USD 0.00420436 0.00416669 { feed : coinbase - price : 238.92}  { feed : bitcoinaverage - price : 237.7}  { feed : blockchain - price : 238.44}  { feed : btce - price : 234.999}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_46_59
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_20_47_45
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_20_50_02
 Sell Price 0.00421017
Buy Price  0.00417245,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_20_50_02
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_20_50_02
Mon Feb 16 20:50:02 UTC 2015 coinbase btc 238.59 USD 0.00421017 0.00417245 { feed : coinbase - price : 238.59}  { feed : bitcoinaverage - price : 237.75}  { feed : blockchain - price : 238.44}  { feed : btce - price : 234.298}  
